trial1.txt
1.38855418335756E9	1.0
1.38855422422414E9	1.0
1.38855518595466E9	1.0
1.38855550980863E9	1.0
1.38855669435125E9	1.0
1.38855672849735E9	1.0
1.38855692600727E9	1.0
1.38855766994628E9	1.0
1.38855769961434E9	1.0
1.38855789651695E9	1.0
1.38855813171138E9	1.0
1.38855897708232E9	1.0
1.38855947272269E9	1.0
1.38856113356677E9	1.0
1.38856211669765E9	1.0
1.38856242880094E9	1.0
1.38856358617522E9	1.0
1.38856379283131E9	1.0
1.38856548558676E9	1.0
1.38856570900844E9	1.0
1.38856573676648E9	1.0
1.38856661151826E9	1.0
1.38856672033935E9	1.0
1.38856678632521E9	1.0
1.38856722916478E9	1.0
1.38856742677789E9	1.0
1.38856750443936E9	1.0
1.3885676033224E9	1.0
1.38856765576668E9	1.0
1.38856770919125E9	1.0
1.38856778708348E9	1.0
1.38856830910172E9	1.0
1.38856995848698E9	1.0
1.38857093161747E9	1.0
1.38857104382944E9	1.0
1.38857196446193E9	1.0
1.38857303783233E9	1.0
1.38857307392652E9	1.0
1.38857636415068E9	1.0
1.38857644960714E9	1.0
1.38857676960998E9	1.0
1.38857734130463E9	1.0
1.38857742436459E9	1.0
1.38857777124484E9	1.0
1.38857779497339E9	1.0
1.38857790037273E9	1.0
1.38857830866637E9	1.0
1.38857896542225E9	1.0
1.38857907106854E9	1.0
1.38857921992735E9	1.0
1.38857924327348E9	1.0
1.38857957868064E9	1.0
1.38858003199681E9	1.0
1.38858016904283E9	1.0
1.38858027556645E9	1.0
1.38858048488216E9	1.0
1.38858070804714E9	1.0
1.38858090979144E9	1.0
1.38858116599432E9	1.0
1.3885815612814E9	1.0
1.38858195155878E9	1.0
1.38858204649807E9	1.0
1.38858238739588E9	1.0
1.38859001680644E9	1.0
1.3885936353222E9	1.0
1.38859454603198E9	1.0
1.38859460188647E9	1.0
1.38859512429388E9	1.0
1.38859516609793E9	1.0
1.38859537767887E9	1.0
1.38859577385786E9	1.0
1.38859623419347E9	1.0
1.3885972852628E9	1.0
1.38859758067333E9	1.0
1.38859763639424E9	1.0
1.38859763714708E9	1.0
1.38859882536324E9	1.0
1.38860105872567E9	1.0
1.3886014120435E9	1.0
1.38861148890622E9	1.0
1.38861169437994E9	1.0
1.38861289636463E9	1.0
1.38861369217803E9	1.0
1.38861373920999E9	1.0
1.38861375089337E9	1.0
1.38861406625238E9	1.0
1.38861412306923E9	1.0
1.38861432180633E9	1.0
1.38861436468208E9	1.0
1.3886149047261E9	1.0
1.38861520653791E9	1.0
1.38861578416214E9	1.0
1.38861580614355E9	1.0
1.38861584226379E9	1.0
1.38861590135443E9	1.0
1.38861685923887E9	1.0
1.38861691746105E9	1.0
1.38861764280186E9	1.0
1.38861805783844E9	1.0
1.38861811984796E9	1.0
1.38861869102702E9	1.0
1.38861961809754E9	1.0
1.38862016286273E9	1.0
1.38862017208874E9	1.0
1.38862029759067E9	1.0
1.38862031570325E9	1.0
1.38862049670233E9	1.0
1.38862130914006E9	1.0
1.38862134937089E9	1.0
1.38862162842083E9	1.0
1.38862223686594E9	1.0
1.38862242533937E9	1.0
1.38862248241759E9	1.0
1.38862325687461E9	1.0
1.38862351672737E9	1.0
1.38862385692494E9	1.0
1.38862404607638E9	1.0
1.3886244345626E9	1.0
1.38862558544591E9	1.0
1.38862620403846E9	1.0
1.388626885121E9	1.0
1.38862706557495E9	1.0
1.38862750357404E9	1.0
1.38862782991912E9	1.0
1.38862859413246E9	1.0
1.38862994411929E9	1.0
1.38863007267991E9	1.0
1.38863008654825E9	1.0
1.38863013761108E9	1.0
1.38863160238193E9	1.0
1.38863196236829E9	1.0
1.38863232189946E9	1.0
1.38863311211727E9	1.0
1.38863382636837E9	1.0
1.38863443556786E9	1.0
1.38863471214858E9	1.0
1.38863482548831E9	1.0
1.38863485866818E9	1.0
1.38863508096938E9	1.0
1.38863536649489E9	1.0
1.38863588751983E9	1.0
1.38863610037937E9	1.0
